GPSname,GEN,VemcoSN,StartTime,EndTime,GenLat,GenLon
BayBr08.5,Bay Bridge East,104426,2009-05-06T14:24:00Z,2009-11-18T18:11:00Z,37.818685,-122.34461817647059
BayBr09.1,Bay Bridge East,104425,2009-05-06T14:15:00Z,2009-11-18T17:57:00Z,37.818685,-122.34461817647059
SR_BlwAntelopeCk,SR_BlwAntelopeCk,102149,2009-05-05T22:47:00Z,2009-08-13T18:43:00Z,40.07591,-122.12418
GG7.7,Golden Gate East Line,8068,2009-05-05T22:43:00Z,2009-09-04T17:35:00Z,37.8233725,-122.46105666666666
GG7,Golden Gate East Line,8063,2009-05-05T22:34:00Z,2009-09-08T18:02:00Z,37.8233725,-122.46105666666666
GG6.5,Golden Gate East Line,8074,2009-05-05T22:27:00Z,2009-09-08T17:23:00Z,37.8233725,-122.46105666666666
GG6,Golden Gate East Line,102179,2009-05-05T22:20:00Z,2009-09-08T16:48:00Z,37.8233725,-122.46105666666666
GG5.5,Golden Gate East Line,8069,2009-05-05T22:11:00Z,2009-09-08T16:09:00Z,37.8233725,-122.46105666666666
SR_AbvAntelopeCk,SR_AbvAntelopeCk,102154,2009-05-05T22:02:00Z,2009-08-13T18:10:00Z,40.08571,-122.1223
SR_BlwRBDDLwr_E,SR_NewCk,102176,2009-05-05T21:40:00Z,2009-08-13T17:40:00Z,40.146135,-122.15236999999999
SR_BlwRBDDLwr_W,SR_NewCk,102163,2009-05-05T21:27:00Z,2009-08-13T17:51:00Z,40.146135,-122.15236999999999
SR_BlwRBDD_E,SR_Blw_RBDD,3498,2009-05-05T20:45:00Z,2009-08-13T17:15:00Z,40.153107776666666,-122.19518219999999
SR_BlwRBDD_W,SR_Blw_RBDD,6573,2009-05-05T20:31:00Z,2009-08-13T16:53:00Z,40.153107776666666,-122.19518219999999
SR_AbvRBDD_E,SR_Abv_RBDD,3475,2009-05-05T19:58:00Z,2009-08-13T15:32:00Z,40.15838,-122.2123
SR_AbvRBDDUpr_E,SR_RedBluff,102165,2009-05-05T19:40:00Z,2009-08-13T14:37:00Z,40.20004,-122.22146000000001
SR_AbvRBDDUpr_W,SR_RedBluff,102126,2009-05-05T19:25:00Z,2009-08-13T14:49:00Z,40.20004,-122.22146000000001
RichBr_8_2009,Richmond Bridge,104406,2009-05-05T18:34:00Z,2010-01-07T17:01:00Z,37.93558786101695,-122.44549497118643
RichBr_19_2009,Richmond Bridge,104464,2009-05-05T18:10:00Z,2009-11-16T23:15:00Z,37.93558786101695,-122.44549497118643
RichBr_18_2009,Richmond Bridge,104461,2009-05-05T18:05:00Z,2009-12-22T19:35:00Z,37.93558786101695,-122.44549497118643
RichBr_17_2009,Richmond Bridge,104458,2009-05-05T18:00:00Z,2009-11-16T22:54:00Z,37.93558786101695,-122.44549497118643
RichBr_16_2009,Richmond Bridge,104463,2009-05-05T17:53:00Z,2009-11-16T22:42:00Z,37.93558786101695,-122.44549497118643
RichBr_15_2009,Richmond Bridge,104465,2009-05-05T17:47:00Z,2009-11-16T22:28:00Z,37.93558786101695,-122.44549497118643
RichBr_14_2009,Richmond Bridge,104466,2009-05-05T17:39:00Z,2009-11-16T22:13:00Z,37.93558786101695,-122.44549497118643
RichBr_13_2009,Richmond Bridge,104460,2009-05-05T17:31:00Z,2009-11-16T22:01:00Z,37.93558786101695,-122.44549497118643
RichBr_12_2009,Richmond Bridge,104462,2009-05-05T17:23:00Z,2009-11-16T21:45:00Z,37.93558786101695,-122.44549497118643
RichBr_11_2009,Richmond Bridge,104459,2009-05-05T17:16:00Z,2009-11-17T17:13:00Z,37.93558786101695,-122.44549497118643
RichBr_10_2009,Richmond Bridge,104412,2009-05-05T17:09:00Z,2009-11-17T17:25:00Z,37.93558786101695,-122.44549497118643
RichBr_9_2009,Richmond Bridge,6251,2009-05-05T17:02:00Z,2009-11-17T17:36:00Z,37.93558786101695,-122.44549497118643
SR_AbvToomes,SR_AbvToomes,102159,2009-05-05T17:00:00Z,2009-08-13T21:41:00Z,39.95873,-122.08691
RichBr_7_2009,Richmond Bridge,104409,2009-05-05T16:31:00Z,2009-11-17T18:03:00Z,37.93558786101695,-122.44549497118643
RichBr_6_2009,Richmond Bridge,104405,2009-05-05T16:23:00Z,2009-11-17T18:28:00Z,37.93558786101695,-122.44549497118643
SR_Woodson_Temp,SR_Woodson_Temp,102150,2009-05-05T16:19:00Z,2009-08-13T21:59:00Z,39.91937,-122.08495
RichBr_5_2009,Richmond Bridge,102255,2009-05-05T16:13:00Z,2009-11-17T18:41:00Z,37.93558786101695,-122.44549497118643
RichBr_4_2009,Richmond Bridge,104411,2009-05-05T16:03:00Z,2009-11-17T19:14:00Z,37.93558786101695,-122.44549497118643
GG8,Golden Gate East Line,8072,2009-05-05T16:02:00Z,2009-09-04T16:45:00Z,37.8233725,-122.46105666666666
RichBr_3_2009,Richmond Bridge,104400,2009-05-05T15:57:00Z,2009-11-17T19:26:00Z,37.93558786101695,-122.44549497118643
RichBr_2_2009,Richmond Bridge,104403,2009-05-05T15:51:00Z,2009-11-17T19:38:00Z,37.93558786101695,-122.44549497118643
RichBr_1_2009,Richmond Bridge,104398,2009-05-05T15:45:00Z,2009-11-17T19:49:00Z,37.93558786101695,-122.44549497118643
RichBr_E_Channel_2009,Richmond Bridge,7967,2009-05-04T20:33:00Z,2009-11-17T19:06:00Z,37.93558786101695,-122.44549497118643
SF_Control_NW,Alcatraz_Control,104446,2009-05-04T18:19:00Z,2009-11-18T21:58:00Z,37.8329425,-122.4470925
SFPier45,SFPier45,8053,2009-04-30T16:42:00Z,2009-10-07T14:30:00Z,37.811111,-122.420556
SFPier33,SFPier33,8055,2009-04-30T16:28:00Z,2009-10-07T14:45:00Z,37.808611,-122.404444
SFPier27,SFPier27,7956,2009-04-30T16:17:00Z,2009-10-07T14:15:00Z,37.80727,-122.40037
SFPier30,SFPier30,7966,2009-04-30T16:02:00Z,2009-10-07T14:30:00Z,37.787222,-122.384444
SR_AbvThomes2,SR_AbvThomes,6807,2009-04-30T15:38:00Z,2009-08-13T20:17:00Z,40.00405000000001,-122.10592335
PortOak03,PortOakland,8052,2009-04-30T15:22:00Z,2009-10-07T17:00:00Z,37.8090866,-122.3315832
PortOak05,PortOakland,7964,2009-04-30T15:09:00Z,2009-10-07T16:00:00Z,37.8090866,-122.3315832
PortOak04,PortOakland,8015,2009-04-30T14:52:00Z,2009-10-07T16:15:00Z,37.8090866,-122.3315832
PortOak01,PortOakland,8050,2009-04-30T14:29:00Z,2009-10-07T16:45:00Z,37.8090866,-122.3315832
PortOak02,PortOakland,8049,2009-04-30T14:03:00Z,2009-10-07T16:30:00Z,37.8090866,-122.3315832
SR_AbvBattleE,SR_AbvBattleCK,6580,2009-04-29T21:33:00Z,2009-08-12T19:50:00Z,40.368300000000005,-122.18863999999999
SR_AbvBattleW,SR_AbvBattleCK,6576,2009-04-29T21:11:00Z,2009-08-12T19:38:00Z,40.368300000000005,-122.18863999999999
SR_CowCk,SR_CowCk,7681,2009-04-29T20:48:00Z,2009-08-12T19:14:00Z,40.46295,-122.24273
SR_ChinaE,SR_ChinaRapids,6542,2009-04-29T19:22:00Z,2009-08-13T00:40:00Z,40.244645,-122.177215
SR_ChinaW,SR_ChinaRapids,6579,2009-04-29T19:15:00Z,2009-08-13T01:01:00Z,40.244645,-122.177215
SR_BendBrW,SR_BendBridge,3507,2009-04-29T18:51:00Z,2009-08-12T23:16:00Z,40.26793000000001,-122.21501665
SR_BendBrE,SR_BendBridge,7673,2009-04-29T18:38:00Z,2009-08-12T23:00:00Z,40.26793000000001,-122.21501665
SR_BoulderHole,SR_BoulderHole,102161,2009-04-29T18:23:00Z,2009-08-12T22:39:00Z,40.30092,-122.15702
SR_UprSturgeonHole,SR_SturgeonHole,102170,2009-04-29T18:09:00Z,2009-08-12T22:19:00Z,40.311915,-122.14936
SR_Massacre_Flat,SR_Massacre_Flat,102153,2009-04-29T17:53:00Z,2009-08-12T21:53:00Z,40.32114,-122.1522
SR_JellysW,SR_JellysFerry,3372,2009-04-29T17:05:00Z,2009-08-12T21:05:00Z,40.317393335000006,-122.18986835
FR_Cox,FR_Cox,7764,2009-04-23T22:20:00Z,2009-05-13T22:35:00Z,39.336873999999995,-121.631343
FR_Sunset_Pumps,FR_Sunset_Pumps,7749,2009-04-23T21:21:00Z,2009-05-13T21:50:00Z,39.24643,-121.63645
FR_Verona_Up_RR,FR_Verona,7774,2009-04-23T18:39:00Z,2009-05-13T17:12:00Z,38.79955433333333,-121.63308566666666
FR_HWY_20,FR_HWY_20,7757,2009-04-22T21:20:00Z,2009-05-13T21:10:00Z,39.13925,-121.607111
FR_Star_Bend,FR_Star_Bend,4430,2009-04-22T20:28:00Z,2009-05-13T19:26:00Z,39.011333,-121.598472
FR_Shanghai,FR_Shanghai,7776,2009-04-22T20:00:00Z,2009-05-13T20:00:00Z,39.081174,-121.60230150000001
FR_Beer_Can_Upstream,FR_Beer_Can,7773,2009-04-22T18:40:00Z,2009-05-11T18:02:00Z,38.883900499999996,-121.6145525
FR_Verona_Up_RL,FR_Verona,7765,2009-04-22T17:53:00Z,2009-05-13T17:20:00Z,38.79955433333333,-121.63308566666666
FR_Beer_Can_Downstream,FR_Beer_Can,7770,2009-04-22T17:53:00Z,2009-05-11T17:50:00Z,38.883900499999996,-121.6145525
FR_TAO_Right,FR_TAO_Right,7762,2009-04-21T20:32:00Z,2009-05-11T20:02:00Z,39.45567,-121.63227
FR_Eye_Pool_2,FR_Eye_Pool,7753,2009-04-21T20:17:00Z,2009-05-11T19:45:00Z,39.456667,-121.616472
FR_Eye_Pool_1,FR_Eye_Pool,7769,2009-04-21T20:09:00Z,2009-05-11T19:38:00Z,39.456667,-121.616472
FR_Steep_Pool,FR_Steep_Pool,100648,2009-04-21T19:52:00Z,2009-05-11T18:39:00Z,39.462056,-121.604528
FR_Upper_Rob_Pool,FR_Upper_Rob_Pool,103218,2009-04-21T19:39:00Z,2009-05-11T18:22:00Z,39.467028,-121.596056
FR_GW_Pool_2,FR_GW_Pool,7768,2009-04-21T18:51:00Z,2009-05-11T18:14:00Z,39.471347,-121.583442
FR_GW_Pool_1,FR_GW_Pool,4431,2009-04-21T18:44:00Z,2009-05-11T18:05:00Z,39.471347,-121.583442
FR_HWY_70,FR_HWY_70,100646,2009-04-21T18:08:00Z,2009-05-11T17:46:00Z,39.511944,-121.572917
FR_Bedrock,FR_Bedrock,7751,2009-04-21T17:43:00Z,2009-05-11T17:37:00Z,39.515194,-121.563639
FR_Aud_Pool,FR_Aud_Pool,7754,2009-04-21T17:27:00Z,2009-05-11T17:16:00Z,39.516417,-121.556222
FR_Cotton_Pool,FR_Cotton_Pool,7761,2009-04-21T17:14:00Z,2009-05-11T17:03:00Z,39.51658,-121.55364
FR_FBD_Pool,FR_FBD_Pool,100642,2009-04-21T16:48:00Z,2009-05-11T16:50:00Z,39.51839,-121.54858
SR_SacRVPark,SR_Sac_RV_Park,102151,2009-04-20T21:32:00Z,2009-08-12T18:07:00Z,40.47204,-122.31551
SR_AbvBonnyview,SR_Above_Bonnyview,102123,2009-04-20T20:36:00Z,2009-08-12T17:17:00Z,40.54065,-122.35904
Georg_SloughS,Georg_SloughS,100154,2009-04-16T18:55:00Z,2009-07-09T20:00:00Z,38.134588055555554,-121.5922836111111
Mok_Will_Berm_Mar,Mok_Will_Berm_Mar,100149,2009-04-16T18:20:00Z,2009-07-09T20:17:00Z,38.106072777777776,-121.56879194444444
Mok_Tower_Pk,Mok_Tower_Pk,100150,2009-04-16T17:45:00Z,2009-06-23T16:40:00Z,38.10982416666667,-121.50048138888889
CosR_Abv_Br,CosR_Abv_Br,100398,2009-04-16T16:30:00Z,2009-07-09T17:45:00Z,38.25760722222222,-121.43132194444445
Snod_Slough,Snod_Slough,100147,2009-04-16T15:50:00Z,2009-07-09T19:00:00Z,38.248064166666666,-121.49726111111111
Mok_Hatch,Mok_Hatch,100153,2009-04-15T21:25:00Z,2009-07-13T19:35:00Z,38.22586,-121.02411
Mok_MacRd,Mok_MacRd,100151,2009-04-15T20:27:00Z,2009-07-13T20:15:00Z,38.205845833333335,-121.08922249999999
Mok_Feiste,Mok_Feiste,100152,2009-04-15T20:00:00Z,2009-06-22T22:00:00Z,38.20993,-121.3751
Mok_Low_SacRd_Br,Mok_Low_SacRd_Br,100148,2009-04-15T18:20:00Z,2009-06-22T17:50:00Z,38.15784361111111,-121.29866944444444
Pt_Reyes_08,Point_Reyes,379,2009-04-08T22:05:00Z,2009-09-16T17:41:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_09,Point_Reyes,365,2009-04-08T21:51:00Z,2009-09-16T18:09:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_15,Point_Reyes,374,2009-04-08T21:00:00Z,2009-09-16T15:30:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_12.1,Point_Reyes,377,2009-04-08T21:00:00Z,NA,38.018835789473684,-123.07187631578947
Pt_Reyes_03,Point_Reyes,375,2009-04-08T15:23:00Z,2009-09-16T19:41:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_04,Point_Reyes,366,2009-04-07T22:16:00Z,2009-09-16T19:08:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_05,Point_Reyes,373,2009-04-07T21:54:00Z,2009-09-16T18:37:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_06,Point_Reyes,369,2009-04-07T21:39:00Z,2009-09-16T18:09:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_07,Point_Reyes,371,2009-04-07T21:20:00Z,2009-09-16T18:01:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_08,Point_Reyes,379,2009-04-07T21:05:00Z,2009-04-08T22:05:00Z,38.018835789473684,-123.07187631578947
Pt_Reyes_09,Point_Reyes,365,2009-04-07T20:41:00Z,2009-04-08T21:51:00Z,38.018835789473684,-123.07187631578947
MRGC5,MRGC,103850,2009-04-01T19:25:00Z,2009-06-01T19:20:00Z,37.945,-122.480278
MRGC4,MRGC,103853,2009-04-01T19:20:00Z,2009-06-01T19:15:00Z,37.945,-122.480278
MRGC2,MRGC,103851,2009-04-01T19:10:00Z,2009-06-01T19:05:00Z,37.945,-122.480278
MRGC3,MRGC,104279,2009-04-01T19:10:00Z,2009-06-01T19:10:00Z,37.945,-122.480278
MRGC1,MRGC,103852,2009-04-01T19:05:00Z,2009-06-01T19:00:00Z,37.945,-122.480278
AntiochN,SJ_Antioch,7677,2009-03-25T21:09:00Z,2009-06-04T16:01:00Z,38.022508335,-121.818825
AntiochS,SJ_Antioch,7675,2009-03-25T20:49:00Z,2009-06-04T16:26:00Z,38.022508335,-121.818825
Chipp13,Chipps Island,102162,2009-03-25T19:50:00Z,2009-06-04T15:28:00Z,38.046980196470585,-121.91906647058823
BenBr06,Benicia Bridge,7960,2009-03-25T16:43:30Z,2009-06-23T15:05:00Z,38.04066,-122.1234845875
BenBr05,Benicia Bridge,7965,2009-03-25T16:37:05Z,2009-06-23T15:19:00Z,38.04066,-122.1234845875
BenBr04,Benicia Bridge,7970,2009-03-25T16:31:38Z,2009-06-23T15:26:00Z,38.04066,-122.1234845875
BenBrCenter,Benicia Bridge,102152,2009-03-25T16:25:28Z,2009-06-23T15:41:00Z,38.04066,-122.1234845875
BenBr03,Benicia Bridge,7973,2009-03-25T16:19:29Z,2009-06-23T15:55:00Z,38.04066,-122.1234845875
BenBr02,Benicia Bridge,7972,2009-03-25T16:12:26Z,2009-06-23T16:08:00Z,38.04066,-122.1234845875
BenBr01,Benicia Bridge,102171,2009-03-25T16:05:02Z,2009-06-23T16:21:00Z,38.04066,-122.1234845875
CarBr05,Carquinez Bridge,7678,2009-03-25T15:40:46Z,2009-06-23T13:30:00Z,38.061101406666666,-122.22530148888889
CarBr04,Carquinez Bridge,7674,2009-03-25T15:30:18Z,2009-06-23T13:40:00Z,38.061101406666666,-122.22530148888889
CarBr02,Carquinez Bridge,7668,2009-03-25T15:10:05Z,2009-06-23T13:59:00Z,38.061101406666666,-122.22530148888889
CarBr01,Carquinez Bridge,7654,2009-03-25T14:59:00Z,2009-06-23T14:06:00Z,38.061101406666666,-122.22530148888889
SR_BoulderHole,SR_BoulderHole,102161,2009-03-20T18:07:00Z,2009-04-29T18:17:00Z,40.30092,-122.15702
FR_Shanghai,FR_Shanghai,7776,2009-03-20T02:34:00Z,2009-04-23T02:58:00Z,39.081174,-121.60230150000001
SPBuoy_10,SPBuoy9/10,102242,2009-03-18T20:49:00Z,2009-03-19T14:17:00Z,38.0401475,-122.348805
SR_DCCSouth,SR_DCCSouth,7663,2009-03-13T23:20:00Z,2009-05-11T17:13:00Z,38.243007500000004,-121.5136785
Georg_SloughN1,Georgiana_SloughN1,7665,2009-03-13T22:54:00Z,2009-05-11T16:51:00Z,38.23006,-121.52337
SR_BlwGeorgiana,SR_BlwGeorgiana,7664,2009-03-13T22:22:00Z,2009-05-11T16:19:00Z,38.23961,-121.52519
SR_Mouth,SR_Mouth,3474,2009-03-13T20:08:00Z,2009-06-02T15:14:00Z,38.174184,-121.649683
SJ_JerseyPoint,SJ_Blw_False,102177,2009-03-13T16:45:00Z,2009-06-03T17:08:00Z,38.050079,-121.6921775
ThreeMile,ThreeMile,7680,2009-03-13T15:57:00Z,2009-06-03T15:50:00Z,38.11446667,-121.68445
Decker_IsSW,Decker_IsS,7679,2009-03-13T15:02:00Z,2009-06-03T15:21:00Z,38.078928833333336,-121.75796278333334
FR_Beer_Can_Upstream,FR_Beer_Can,7773,2009-03-13T03:35:00Z,2009-04-22T18:30:00Z,38.883900499999996,-121.6145525
FR_Beer_Can_Downstream,FR_Beer_Can,7770,2009-03-13T03:18:00Z,2009-04-23T01:30:00Z,38.883900499999996,-121.6145525
FR_Verona_Up_RR,FR_Verona,7774,2009-03-13T02:35:00Z,2009-04-24T01:37:00Z,38.79955433333333,-121.63308566666666
FR_Verona_Up_RL,FR_Verona,7765,2009-03-13T02:08:00Z,2009-04-23T00:51:00Z,38.79955433333333,-121.63308566666666
RioVistaBr01,SR_RioVista,7669,2009-03-12T22:53:00Z,2009-06-02T16:18:00Z,38.157335466,-121.6815908
RioVistaBr03,SR_RioVista,3482,2009-03-12T22:13:00Z,2009-06-02T16:31:00Z,38.157335466,-121.6815908
RioVistaBr02,SR_RioVista,3483,2009-03-12T22:07:00Z,2009-06-02T16:26:00Z,38.157335466,-121.6815908
SR_SteamboatS,SR_SteamboatS,7682,2009-03-12T21:32:00Z,2009-06-02T15:33:00Z,38.182533335,-121.65790835
Mok_GeorgianaS,Mok_GeorgianaS,7660,2009-03-12T19:34:00Z,2009-06-02T17:58:00Z,38.12671667,-121.5777833
Mok_PotatoS,Mok_PotatoS,7662,2009-03-12T18:42:00Z,2009-06-02T18:41:00Z,38.11695,-121.49885
SR_DCC,SR_DCC,7655,2009-03-12T16:42:00Z,2009-06-10T16:42:00Z,38.244306664999996,-121.50292665
Mok_NorthFork,Mok_NorthFork,7653,2009-03-12T16:16:00Z,2009-06-10T17:26:00Z,38.22321667,-121.5072667
Mok_SouthFork,Mok_SouthFork,7670,2009-03-12T15:45:00Z,2009-06-10T16:29:00Z,38.22545,-121.49141
FR_Star_Bend,FR_Star_Bend,4430,2009-03-12T05:09:00Z,2009-04-23T03:21:00Z,39.011333,-121.598472
FR_HWY_20,FR_HWY_20,7757,2009-03-12T03:04:00Z,2009-04-23T04:16:00Z,39.13925,-121.607111
FR_Sunset_Pumps,FR_Sunset_Pumps,7749,2009-03-12T01:34:00Z,2009-04-24T04:20:00Z,39.24643,-121.63645
FR_Cox,FR_Cox,7764,2009-03-12T00:31:00Z,2009-04-24T05:16:00Z,39.336873999999995,-121.631343
SanJoaqE,SJ_PrisonersPt,6805,2009-03-11T22:32:00Z,2009-05-29T23:28:00Z,38.059626665,-121.55520835
PotatoSlough,PotatoSlough,102156,2009-03-11T22:00:00Z,2009-05-29T22:30:00Z,38.0864,-121.56249
FranksTractE,FranksTractE,7683,2009-03-11T21:30:00Z,2009-05-29T22:13:00Z,38.07126667,-121.5783667
FranksTractW,FranksTractW,7685,2009-03-11T21:02:00Z,2009-06-03T16:53:00Z,38.05546667,-121.6671167
FishermansCut,FishermansCut,102147,2009-03-11T20:37:00Z,2009-06-03T16:21:00Z,38.07669,-121.64702
SandMound,SandMound,102141,2009-03-11T19:53:00Z,2009-05-29T20:56:00Z,38.01443,-121.61097
Quimby_E,Quimby,102128,2009-03-11T19:34:00Z,2009-05-29T21:23:00Z,38.031575000000004,-121.56835000000001
OldRv,OldRv,7684,2009-03-11T19:04:00Z,2009-05-29T19:53:00Z,37.963648335,-121.56914665
MiddleRv,MiddleRv,7686,2009-03-11T18:39:00Z,2009-05-29T19:35:00Z,37.9425,-121.5336833
MiddleRv_Medford,MiddleRv_Medford,102127,2009-03-11T17:51:00Z,2009-05-29T19:10:00Z,38.02748,-121.52226
SJ_MedfordChannel,SJ_MedfordChannel,102130,2009-03-11T17:34:00Z,2009-05-29T23:50:00Z,38.05398,-121.5112
SJ_DWC_E,SJ_Blackslough,102157,2009-03-11T17:11:00Z,2009-05-29T18:26:00Z,37.99547,-121.421715
SJ_DWC_W,SJ_Blackslough,102155,2009-03-11T17:02:00Z,2009-05-29T18:18:00Z,37.99547,-121.421715
LittleConnection,SJ_LittleConnection,102158,2009-03-11T16:36:00Z,2009-05-29T17:49:00Z,38.05786,-121.5013
FR_TAO_Right,FR_TAO_Right,7762,2009-03-11T04:51:00Z,2009-04-22T03:34:00Z,39.45567,-121.63227
FR_Eye_Pool_2,FR_Eye_Pool,7753,2009-03-11T04:29:00Z,2009-04-21T20:12:00Z,39.456667,-121.616472
FR_Eye_Pool_1,FR_Eye_Pool,7769,2009-03-11T04:20:00Z,2009-04-21T20:04:00Z,39.456667,-121.616472
FR_Steep_Pool,FR_Steep_Pool,100648,2009-03-11T04:02:00Z,2009-04-22T03:45:00Z,39.462056,-121.604528
FR_Upper_Rob_Pool,FR_Upper_Rob_Pool,103218,2009-03-11T03:40:00Z,2009-04-22T03:30:00Z,39.467028,-121.596056
FR_GW_Pool_2,FR_GW_Pool,7768,2009-03-11T02:37:00Z,2009-04-22T01:49:00Z,39.471347,-121.583442
FR_GW_Pool_1,FR_GW_Pool,4431,2009-03-11T02:24:00Z,2009-04-22T01:42:00Z,39.471347,-121.583442
FR_Bedrock,FR_Bedrock,7751,2009-03-11T01:22:00Z,2009-04-22T00:38:00Z,39.515194,-121.563639
FR_Aud_Pool,FR_Aud_Pool,7754,2009-03-11T00:37:00Z,2009-04-21T17:22:00Z,39.516417,-121.556222
FR_Cotton_Pool,FR_Cotton_Pool,7761,2009-03-11T00:14:00Z,2009-04-10T05:15:00Z,39.51658,-121.55364
FR_FBD_Pool,FR_FBD_Pool,100642,2009-03-10T23:40:00Z,2009-04-21T16:45:00Z,39.51839,-121.54858
Georg_SloughN1,Georgiana_SloughN1,7665,2009-03-05T20:32:24Z,2009-03-13T22:41:00Z,38.23006,-121.52337
SR_DCCSouth,SR_DCCSouth,7663,2009-03-05T19:39:42Z,2009-03-13T23:12:00Z,38.243007500000004,-121.5136785
SR_RV10.7L,SR_Below_RioVista_Bridge,104309,2009-03-04T20:00:00Z,2009-05-01T19:00:00Z,38.129823,-121.687957
Mok_SouthFork,Mok_SouthFork,7670,2009-02-24T21:05:00Z,2009-03-12T15:34:00Z,38.22545,-121.49141
Mok_PotatoS,Mok_PotatoS,7662,2009-02-24T19:10:00Z,2009-03-12T18:36:00Z,38.11695,-121.49885
Mok_NorthFork,Mok_NorthFork,7653,2009-02-24T17:10:00Z,2009-03-12T15:59:00Z,38.22321667,-121.5072667
SR_Steamboat,SR_Steamboat,7661,2009-02-20T02:10:00Z,2009-05-11T22:11:00Z,38.28498333,-121.5868333
SR_SutterSteam1,SR_SutterSteam,7657,2009-02-20T01:30:00Z,2009-05-11T21:14:00Z,38.249924443333335,-121.60257109999999
MinerSlough_S,MinerSlough_S,102143,2009-02-20T00:36:00Z,2009-06-02T15:51:00Z,38.244715,-121.6606965
MinerSlough_N,MinerSlough_N,102145,2009-02-20T00:21:00Z,2009-05-11T20:13:00Z,38.29174,-121.63097
SR_SutterSlough1,SR_SutterSlough,7666,2009-02-19T23:05:00Z,2009-05-11T19:26:00Z,38.33047,-121.58027
SR_BlwSteam,SR_BlwSteam,102169,2009-02-19T22:50:00Z,2009-05-11T19:26:00Z,38.299038335,-121.56916665
SR_Freeport,SR_Freeport,7671,2009-02-19T20:25:00Z,2009-05-29T15:02:00Z,38.455733335000005,-121.50184999999999
FR_Shanghai,FR_Shanghai,7776,2009-02-19T06:00:00Z,2009-03-20T02:32:00Z,39.081174,-121.60230150000001
FR_Verona_Up_RL,FR_Verona,7765,2009-02-19T04:50:00Z,2009-03-13T01:56:00Z,38.79955433333333,-121.63308566666666
FR_Beer_Can_Upstream,FR_Beer_Can,7773,2009-02-19T04:12:00Z,2009-03-13T03:27:00Z,38.883900499999996,-121.6145525
FR_Beer_Can_Downstream,FR_Beer_Can,7770,2009-02-19T03:59:00Z,2009-03-13T03:08:00Z,38.883900499999996,-121.6145525
FR_Verona_Up_RR,FR_Verona,7774,2009-02-19T03:27:00Z,2009-03-13T02:20:00Z,38.79955433333333,-121.63308566666666
AR_Mouth,AR_Mouth,3486,2009-02-19T02:29:00Z,2009-05-26T21:25:00Z,38.60183333,-121.4974833
SR_I-80/50Br_W,SR_I-80/50Br,3373,2009-02-19T01:51:00Z,2009-05-26T21:58:00Z,38.570994999999996,-121.51604499999999
SR_I-80/50Br,SR_I-80/50Br,3480,2009-02-19T01:17:00Z,2009-05-26T21:49:00Z,38.570994999999996,-121.51604499999999
SR_AbvFeather2,SR_AbvFeather1,7652,2009-02-18T23:58:00Z,2009-08-20T20:37:00Z,38.769594999999995,-121.633115
SR_AbvFeather1,SR_AbvFeather1,7676,2009-02-18T23:23:00Z,2009-05-26T19:10:00Z,38.769594999999995,-121.633115
SR_BlwChinaBend_W,SR_BlwChinaBend,102144,2009-02-18T21:40:00Z,2009-05-26T17:19:00Z,38.88384,-121.8167
SR_BlwChinaBend_E,SR_BlwChinaBend,102124,2009-02-18T21:15:00Z,2009-05-26T17:31:00Z,38.88384,-121.8167
SR_KnightsLand,SR_KnightsLanding,3481,2009-02-18T19:50:00Z,2009-05-26T16:42:00Z,38.80537,-121.72367
SR_MeridianBr,SR_MeridianBr,3497,2009-02-14T00:36:00Z,2009-08-14T20:40:00Z,39.141651665,-121.92151665
SR_AbvTisdale_2,SR_AbvTisdale,102160,2009-02-14T00:36:00Z,2009-08-14T22:21:00Z,39.035354999999996,-121.82935
SR_AbvTisdale_E,SR_AbvTisdale,102146,2009-02-14T00:20:00Z,2009-08-14T22:11:00Z,39.035354999999996,-121.82935
SR_MeridianBr2,SR_MeridianBr,102164,2009-02-14T00:20:00Z,2009-08-14T21:18:00Z,39.141651665,-121.92151665
SR_AbvColusaBr,SR_AbvColusaBr,3470,2009-02-13T22:17:00Z,2009-05-12T16:39:00Z,39.216283335,-122.00789334999999
SR_AbvColusaBr2,SR_AbvColusaBr,102167,2009-02-13T21:57:00Z,2009-05-08T16:14:00Z,39.216283335,-122.00789334999999
SR_BlwButte2,SR_BlwButte,101176,2009-02-13T19:43:00Z,2009-05-07T21:54:00Z,39.349050000000005,-122.017925
SR_BlwButte1,SR_BlwButte,102131,2009-02-13T19:34:00Z,2009-05-07T21:45:00Z,39.349050000000005,-122.017925
SR_ButteBr_E,SR_ButteCityBr,101174,2009-02-13T19:01:00Z,2009-05-07T21:18:00Z,39.457008335,-121.99509335
SR_ButteBr,SR_ButteCityBr,3499,2009-02-13T18:46:00Z,2009-05-07T20:52:00Z,39.457008335,-121.99509335
